Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,
UV 1_280,,Cond,,Fraction,,Injection,,
ml,mAU,ml,mS/cm,ml,Fraction,ml,Injection,
35.105,39.44133,,,,,,,
35.119,39.41251,,,,,,,
35.134,39.37632,,,,,,,
35.149,39.35425,,,,,,,
35.163,39.37181,,,,,,,
35.178,39.32699,,,,,,,
35.192,39.30527,,,,,,,
35.207,39.25088,,,,,,,
35.222,39.19706,,,,,,,
35.236,39.15649,,,,,,,
35.251,39.13524,,,,,,,
35.266,39.12459,,,,,,,
35.28,39.10669,,,,,,,
35.295,39.08498,,,,,,,
35.31,39.12513,,,,,,,
35.324,39.11257,,,,,,,
35.339,39.09114,,,,,,,
35.354,39.06683,,,,,,,
35.368,39.03887,,,,,,,
35.383,38.99452,,,,,,,
35.397,38.95215,,,,,,,
35.412,38.9927,,,,,,,
35.427,38.98951,,,,,,,
35.441,38.92931,,,,,,,
35.456,38.95579,,,,,,,
35.471,38.94225,,,,,,,
35.485,38.89614,,,,,,,
35.5,38.88675,,,,,,,
35.515,38.93577,,,,,,,
35.529,38.96999,,,,,,,
35.544,38.94387,,,,,,,
35.559,39.01508,,,,,,,
35.573,39.01087,,,,,,,
35.588,38.89082,,,,,,,
35.602,38.82386,,,,,,,
35.617,38.83953,,,,,,,
35.632,38.85698,,,,,,,
35.646,38.86105,,,,,,,
35.661,38.93503,,,,,,,
35.676,38.84381,,,,,,,
35.69,38.77996,,,,,,,
35.705,38.85958,,,,,,,
35.72,38.87723,,,,,,,
35.734,38.78474,,,,,,,
35.749,38.68216,,,,,,,
35.764,38.66969,,,,,,,
35.778,38.7423,,,,,,,
35.793,38.73243,,,,,,,
35.807,38.60855,,,,,,,
35.822,38.5422,,,,,,,
35.837,38.53774,,,,,,,
35.851,38.52863,,,,,,,
35.866,38.49929,,,,,,,
35.881,38.47984,,,,,,,
35.895,38.44938,,,,,,,
35.91,38.46926,,,,,,,
35.925,38.48005,,,,,,,
35.939,38.38314,,,,,,,
35.954,38.34572,,,,,,,
35.969,38.36731,,,,,,,
35.983,38.37378,,,,,,,
35.998,38.34118,,,,,,,
36.012,38.33266,,,,,,,
36.027,38.35221,,,,,,,
36.042,38.36946,,,,,,,
36.056,38.36158,,,,,,,
36.071,38.34146,,,,,,,
36.086,38.33101,,,,,,,
36.1,38.33663,,,,,,,
36.115,38.34126,,,,,,,
36.13,38.32042,,,,,,,
36.144,38.28418,,,,,,,
36.159,38.29204,,,,,,,
36.174,38.27565,,,,,,,
36.188,38.26862,,,,,,,
36.203,38.25899,,,,,,,
36.217,38.27283,,,,,,,
36.232,38.28747,,,,,,,
36.247,38.25865,,,,,,,
36.261,38.31188,,,,,,,
36.276,38.26807,,,,,,,
36.291,38.26936,,,,,,,
36.305,38.2752,,,,,,,
36.32,38.30844,,,,,,,
36.335,38.32135,,,,,,,
36.349,38.28542,,,,,,,
36.364,38.23645,,,,,,,
36.378,38.2208,,,,,,,
36.393,38.173,,,,,,,
36.408,38.14471,,,,,,,
36.422,38.27233,,,,,,,
36.437,38.30618,,,,,,,
36.452,38.26842,,,,,,,
36.466,38.24211,,,,,,,
36.481,38.21688,,,,,,,
36.496,38.1252,,,,,,,
36.51,38.10464,,,,,,,
36.525,38.05995,,,,,,,
36.54,37.93314,,,,,,,
36.554,37.87658,,,,,,,
36.569,37.90728,,,,,,,
36.583,37.94149,,,,,,,
36.598,37.92352,,,,,,,
36.613,37.88794,,,,,,,
36.627,37.8298,,,,,,,
36.642,37.82915,,,,,,,
36.657,37.83225,,,,,,,
36.671,37.82796,,,,,,,
36.686,37.81203,,,,,,,
36.701,37.80589,,,,,,,
36.715,37.80501,,,,,,,
36.73,37.77399,,,,,,,
36.745,37.72466,,,,,,,
36.759,37.72462,,,,,,,
36.774,37.74924,,,,,,,
36.788,37.69465,,,,,,,
36.803,37.64699,,,,,,,
36.818,37.61185,,,,,,,
36.832,37.5695,,,,,,,
36.847,37.52979,,,,,,,
36.862,37.50443,,,,,,,
36.876,37.40611,,,,,,,
36.891,37.45264,,,,,,,
36.906,37.48012,,,,,,,
36.92,37.43862,,,,,,,
36.935,37.38962,,,,,,,
36.95,37.35461,,,,,,,
36.964,37.32325,,,,,,,
36.979,37.31878,,,,,,,
36.993,37.22848,,,,,,,
37.008,37.24661,,,,,,,
37.023,37.25447,,,,,,,
37.037,37.23703,,,,,,,
37.052,37.23313,,,,,,,
37.067,37.26327,,,,,,,
37.081,37.27885,,,,,,,
37.096,37.22042,,,,,,,
37.111,37.25617,,,,,,,
37.125,37.19737,,,,,,,
37.14,37.17839,,,,,,,
37.155,37.14344,,,,,,,
37.169,37.10145,,,,,,,
37.184,37.10765,,,,,,,
37.198,37.13449,,,,,,,
37.213,37.08472,,,,,,,
37.228,37.0351,,,,,,,
37.242,37.05973,,,,,,,
37.257,36.90782,,,,,,,
37.272,36.88553,,,,,,,
37.286,36.89018,,,,,,,
37.301,36.8567,,,,,,,
37.316,36.83511,,,,,,,
37.33,36.85691,,,,,,,
37.345,36.77689,,,,,,,
37.36,36.8033,,,,,,,
37.374,36.73954,,,,,,,
37.389,36.71911,,,,,,,
37.403,36.69645,,,,,,,
37.418,36.65306,,,,,,,
37.433,36.6213,,,,,,,
37.447,36.631,,,,,,,
37.462,36.64909,,,,,,,
37.477,36.62505,,,,,,,
37.491,36.65035,,,,,,,
37.506,36.60415,,,,,,,
37.521,36.57454,,,,,,,
37.535,36.55491,,,,,,,
37.55,36.53225,,,,,,,
37.564,36.50693,,,,,,,
37.579,36.4739,,,,,,,
37.594,36.42527,,,,,,,
37.608,36.4496,,,,,,,
37.623,36.42413,,,,,,,
37.638,36.41256,,,,,,,
37.652,36.39252,,,,,,,
37.667,36.34739,,,,,,,
37.682,36.30219,,,,,,,
37.696,36.29847,,,,,,,
37.711,36.31927,,,,,,,
37.726,36.29993,,,,,,,
37.74,36.21198,,,,,,,
37.755,36.2236,,,,,,,
37.769,36.18309,,,,,,,
37.784,36.14157,,,,,,,
37.799,36.11329,,,,,,,
37.813,36.04325,,,,,,,
37.828,36.06389,,,,,,,
37.843,35.99612,,,,,,,
37.857,35.98652,,,,,,,
37.872,35.94824,,,,,,,
37.887,35.88793,,,,,,,
37.901,35.82379,,,,,,,
37.916,35.77344,,,,,,,
37.931,35.74514,,,,,,,
37.945,35.72402,,,,,,,
37.96,35.6424,,,,,,,
37.974,35.58828,,,,,,,
37.989,35.50363,,,,,,,
38.004,35.44051,,,,,,,
38.018,35.37698,,,,,,,
38.033,35.29313,,,,,,,
38.048,35.22659,,,,,,,
38.062,35.22259,,,,,,,
38.077,35.12085,,,,,,,
38.092,35.13951,,,,,,,
38.106,35.08298,,,,,,,
38.121,34.98721,,,,,,,
38.136,34.94851,,,,,,,
38.15,34.91262,,,,,,,
38.165,34.85319,,,,,,,
38.179,34.85212,,,,,,,
38.194,34.82182,,,,,,,
38.209,34.85297,,,,,,,
38.223,34.75935,,,,,,,
38.238,34.69074,,,,,,,
38.253,34.69458,,,,,,,
38.267,34.65091,,,,,,,
38.282,34.57098,,,,,,,
38.297,34.57741,,,,,,,
38.311,34.55429,,,,,,,
38.326,34.47266,,,,,,,
38.341,34.45019,,,,,,,
38.355,34.37486,,,,,,,
38.37,34.34822,,,,,,,
38.384,34.38163,,,,,,,
38.399,34.42236,,,,,,,
38.414,34.42136,,,,,,,
38.428,34.38925,,,,,,,
38.443,34.43102,,,,,,,
38.458,34.47463,,,,,,,
38.472,34.41402,,,,,,,
38.487,34.40794,,,,,,,
38.502,34.43673,,,,,,,
38.516,34.42216,,,,,,,
38.531,34.37012,,,,,,,
38.546,34.37217,,,,,,,
38.56,34.30196,,,,,,,
38.575,34.30268,,,,,,,
38.589,34.2833,,,,,,,
38.604,34.28963,,,,,,,
38.619,34.30069,,,,,,,
38.633,34.32607,,,,,,,
38.648,34.3351,,,,,,,
38.663,34.27667,,,,,,,
38.677,34.30276,,,,,,,
38.692,34.23684,,,,,,,
38.707,34.24459,,,,,,,
38.721,34.25102,,,,,,,
38.736,34.22053,,,,,,,
38.75,34.17186,,,,,,,
38.765,34.11312,,,,,,,
38.78,34.03876,,,,,,,
38.794,34.00185,,,,,,,
38.809,34.00857,,,,,,,
38.824,33.98545,,,,,,,
38.838,34.0049,,,,,,,
38.853,33.96169,,,,,,,
38.868,33.971,,,,,,,
38.882,34.03366,,,,,,,
38.897,34.02272,,,,,,,
38.912,33.9782,,,,,,,
38.926,34.04179,,,,,,,
38.941,34.06553,,,,,,,
38.955,34.07442,,,,,,,
38.97,34.04961,,,,,,,
38.985,34.05488,,,,,,,
38.999,34.1041,,,,,,,
39.014,34.13273,,,,,,,
39.029,34.07215,,,,,,,
39.043,33.98231,,,,,,,
39.058,34.02494,,,,,,,
39.073,33.99596,,,,,,,
39.087,33.94275,,,,,,,
39.102,33.97459,,,,,,,
39.117,33.99064,,,,,,,
39.131,33.94648,,,,,,,
39.146,33.97988,,,,,,,
39.16,33.97073,,,,,,,
39.175,33.88282,,,,,,,
39.19,33.86666,,,,,,,
39.204,33.86237,,,,,,,
39.219,33.79942,,,,,,,
39.234,33.71398,,,,,,,
39.248,33.67364,,,,,,,
39.263,33.68231,,,,,,,
39.278,33.65491,,,,,,,
39.292,33.56593,,,,,,,
39.307,33.50291,,,,,,,
39.322,33.4953,,,,,,,
39.336,33.47474,,,,,,,
39.351,33.42351,,,,,,,
39.365,33.36221,,,,,,,
39.38,33.31959,,,,,,,
39.395,33.29945,,,,,,,
39.409,33.17988,,,,,,,
39.424,33.14537,,,,,,,
39.439,33.109,,,,,,,
39.453,33.00732,,,,,,,
39.468,32.93672,,,,,,,
39.483,32.903,,,,,,,
39.497,32.83022,,,,,,,
39.512,32.71317,,,,,,,
39.527,32.6399,,,,,,,
39.541,32.63111,,,,,,,
39.556,32.58713,,,,,,,
39.57,32.54367,,,,,,,
39.585,32.54851,,,,,,,
39.6,32.56595,,,,,,,
39.614,32.57663,,,,,,,
39.629,32.60672,,,,,,,
39.644,32.50514,,,,,,,
39.658,32.52519,,,,,,,
39.673,32.48052,,,,,,,
39.688,32.45014,,,,,,,
39.702,32.42672,,,,,,,
39.717,32.38391,,,,,,,
39.732,32.3311,,,,,,,
39.746,32.29621,,,,,,,
39.761,32.24145,,,,,,,
39.775,32.16544,,,,,,,
39.79,32.15892,,,,,,,
39.805,32.12817,,,,,,,
39.819,32.07504,,,,,,,
39.834,32.02129,,,,,,,
39.849,31.9616,,,,,,,
39.863,31.91157,,,,,,,
39.878,31.95899,,,,,,,
39.893,31.92261,,,,,,,
39.907,31.93319,,,,,,,
39.922,31.93806,,,,,,,
39.937,31.90324,,,,,,,
39.951,31.84589,,,,,,,
39.966,31.79368,,,,,,,
39.98,31.74462,,,,,,,
39.995,31.68656,,,,,,,
40.01,31.754,,,,,,,
40.024,31.76709,,,,,,,
40.039,31.69824,,,,,,,
40.054,31.66739,,,,,,,
40.068,31.64902,,,,,,,
40.083,31.60771,,,,,,,
40.098,31.53219,,,,,,,
40.112,31.44891,,,,,,,
40.127,31.47863,,,,,,,
40.141,31.44814,,,,,,,
40.156,31.27537,,,,,,,
40.171,31.20461,,,,,,,
40.185,31.23483,,,,,,,
40.2,31.25143,,,,,,,
40.215,31.21535,,,,,,,
40.229,31.21281,,,,,,,
40.244,31.29376,,,,,,,
40.259,31.24611,,,,,,,
40.273,31.23548,,,,,,,
40.288,31.23482,,,,,,,
40.303,31.16007,,,,,,,
40.317,31.12999,,,,,,,
40.332,31.16852,,,,,,,
40.346,31.16512,,,,,,,
40.361,31.12078,,,,,,,
40.376,31.05877,,,,,,,
40.39,31.04577,,,,,,,
40.405,30.99008,,,,,,,
40.42,30.92076,,,,,,,
40.434,30.89214,,,,,,,
40.449,30.8789,,,,,,,
40.464,30.85112,,,,,,,
40.478,30.86288,,,,,,,
40.493,30.81111,,,,,,,
40.508,30.75423,,,,,,,
40.522,30.74586,,,,,,,
40.537,30.69294,,,,,,,
40.551,30.63414,,,,,,,
40.566,30.61984,,,,,,,
40.581,30.62887,,,,,,,
40.595,30.58436,,,,,,,
40.61,30.50455,,,,,,,
40.625,30.43258,,,,,,,
40.639,30.35107,,,,,,,
40.654,30.28988,,,,,,,
40.669,30.25453,,,,,,,
40.683,30.25816,,,,,,,
40.698,30.27238,,,,,,,
40.713,30.24121,,,,,,,
40.727,30.19536,,,,,,,
40.742,30.11439,,,,,,,
40.756,30.02375,,,,,,,
40.771,29.91666,,,,,,,
40.786,29.91006,,,,,,,
40.8,29.91162,,,,,,,
40.815,29.89698,,,,,,,
40.83,29.90546,,,,,,,
40.844,29.78641,,,,,,,
40.859,29.78926,,,,,,,
40.874,29.78608,,,,,,,
40.888,29.75718,,,,,,,
40.903,29.68574,,,,,,,
40.918,29.64462,,,,,,,
40.932,29.64351,,,,,,,
40.947,29.62828,,,,,,,
40.961,29.58975,,,,,,,
40.976,29.62422,,,,,,,
40.991,29.64615,,,,,,,
41.005,29.60205,,,,,,,
41.02,29.52713,,,,,,,
41.035,29.48298,,,,,,,
41.049,29.45692,,,,,,,
41.064,29.41775,,,,,,,
41.079,29.38775,,,,,,,
41.093,29.39018,,,,,,,
41.108,29.30212,,,,,,,
41.123,29.29839,,,,,,,
41.137,29.27315,,,,,,,
41.152,29.23977,,,,,,,
41.166,29.21289,,,,,,,
41.181,29.21263,,,,,,,
41.196,29.23937,,,,,,,
41.21,29.16699,,,,,,,
41.225,29.12585,,,,,,,
41.24,29.18119,,,,,,,
41.254,29.23976,,,,,,,
41.269,29.23726,,,,,,,
41.284,29.21441,,,,,,,
41.298,29.20832,,,,,,,
41.313,29.21066,,,,,,,
41.327,29.22631,,,,,,,
41.342,29.1367,,,,,,,
41.357,29.13584,,,,,,,
41.371,29.11769,,,,,,,
41.386,29.10571,,,,,,,
41.401,29.10341,,,,,,,
41.415,29.07359,,,,,,,
41.43,29.02062,,,,,,,
41.445,29.04017,,,,,,,
41.459,28.97604,,,,,,,
41.474,29.01369,,,,,,,
41.489,28.98028,,,,,,,
41.503,28.92516,,,,,,,
41.518,28.85579,,,,,,,
41.532,28.80065,,,,,,,
41.547,28.77456,,,,,,,
41.562,28.74804,,,,,,,
41.576,28.77209,,,,,,,
41.591,28.77493,,,,,,,
41.606,28.7869,,,,,,,
41.62,28.74266,,,,,,,
41.635,28.71798,,,,,,,
41.65,28.70119,,,,,,,
41.664,28.68965,,,,,,,
41.679,28.71992,,,,,,,
41.694,28.63251,,,,,,,
41.708,28.63933,,,,,,,
41.723,28.5762,,,,,,,
41.737,28.60243,,,,,,,
41.752,28.59649,,,,,,,
41.767,28.57987,,,,,,,
41.781,28.5963,,,,,,,
41.796,28.59512,,,,,,,
41.811,28.50126,,,,,,,
41.825,28.55493,,,,,,,
41.84,28.57299,,,,,,,
41.855,28.52917,,,,,,,
41.869,28.50706,,,,,,,
41.884,28.45664,,,,,,,
41.899,28.3868,,,,,,,
41.913,28.34125,,,,,,,
41.928,28.26123,,,,,,,
41.942,28.25866,,,,,,,
41.957,28.229,,,,,,,
41.972,28.21073,,,,,,,
41.986,28.14869,,,,,,,
42.001,28.09703,,,,,,,
42.016,28.03576,,,,,,,
42.03,27.96135,,,,,,,
42.045,27.96003,,,,,,,
42.06,27.89132,,,,,,,
42.074,27.85642,,,,,,,
42.089,27.78638,,,,,,,
42.104,27.75821,,,,,,,
42.118,27.72241,,,,,,,
42.133,27.67316,,,,,,,
42.147,27.63579,,,,,,,
42.162,27.64018,,,,,,,
42.177,27.75777,,,,,,,
42.191,27.78362,,,,,,,
42.206,27.82148,,,,,,,
42.221,27.86251,,,,,,,
42.235,27.84776,,,,,,,
42.25,27.82769,,,,,,,
42.265,27.82286,,,,,,,
42.279,27.81742,,,,,,,
42.294,27.90656,,,,,,,
42.309,27.8822,,,,,,,
42.323,27.91692,,,,,,,
42.338,27.9067,,,,,,,
42.352,27.91771,,,,,,,
42.367,27.89455,,,,,,,
42.382,27.83211,,,,,,,
42.396,27.77699,,,,,,,
42.411,27.69987,,,,,,,
42.426,27.63197,,,,,,,
42.44,27.60207,,,,,,,
42.455,27.57976,,,,,,,
42.47,27.54973,,,,,,,
42.484,27.52748,,,,,,,
42.499,27.51045,,,,,,,
42.514,27.50238,,,,,,,
42.528,27.52044,,,,,,,
42.543,27.45906,,,,,,,
42.557,27.44434,,,,,,,
42.572,27.37273,,,,,,,
42.587,27.30728,,,,,,,
42.601,27.27044,,,,,,,
42.616,27.19216,,,,,,,
42.631,27.09053,,,,,,,
42.645,27.08642,,,,,,,
42.66,27.07697,,,,,,,
42.675,27.04482,,,,,,,
42.689,27.09483,,,,,,,
42.704,27.06658,,,,,,,
42.718,27.0594,,,,,,,
42.733,27.03253,,,,,,,
42.748,26.96234,,,,,,,
42.762,26.90358,,,,,,,
42.777,26.82335,,,,,,,
42.792,26.74445,,,,,,,
42.806,26.71528,,,,,,,
42.821,26.74459,,,,,,,
42.836,26.7162,,,,,,,
42.85,26.66501,,,,,,,
42.865,26.62242,,,,,,,
42.88,26.58304,,,,,,,
42.894,26.57582,,,,,,,
42.909,26.50788,,,,,,,
42.923,26.44993,,,,,,,
42.938,26.40032,,,,,,,
42.953,26.3675,,,,,,,
42.967,26.35135,,,,,,,
42.982,26.35118,,,,,,,
42.997,26.32544,,,,,,,
43.011,26.20078,,,,,,,
43.026,26.06454,,,,,,,
43.041,26.04959,,,,,,,
43.055,25.9514,,,,,,,
43.07,25.89018,,,,,,,
43.085,25.87998,,,,,,,
43.099,25.89361,,,,,,,
43.114,25.87562,,,,,,,
43.128,25.79164,,,,,,,
43.143,25.75406,,,,,,,
43.158,25.68195,,,,,,,
43.172,25.61758,,,,,,,
43.187,25.54531,,,,,,,
43.202,25.49445,,,,,,,
43.216,25.46,,,,,,,
43.231,25.44756,,,,,,,
43.246,25.48939,,,,,,,
43.26,25.58561,,,,,,,
43.275,25.58724,,,,,,,
43.29,25.608,,,,,,,
43.304,25.58014,,,,,,,
43.319,25.56031,,,,,,,
43.333,25.54991,,,,,,,
43.348,25.51319,,,,,,,
43.363,25.44951,,,,,,,
43.377,25.42727,,,,,,,
43.392,25.38459,,,,,,,
43.407,25.35719,,,,,,,
43.421,25.29303,,,,,,,
43.436,25.21351,,,,,,,
43.451,25.17684,,,,,,,
43.465,25.16082,,,,,,,
43.48,25.10138,,,,,,,
43.495,25.00237,,,,,,,
43.509,24.9688,,,,,,,
43.524,24.98244,,,,,,,
43.538,24.97217,,,,,,,
43.553,24.95406,,,,,,,
43.568,24.94477,,,,,,,
43.582,24.95557,,,,,,,
43.597,24.96346,,,,,,,
43.612,24.93128,,,,,,,
43.626,24.9152,,,,,,,
43.641,24.88651,,,,,,,
43.656,24.81372,,,,,,,
43.67,24.7927,,,,,,,
43.685,24.78535,,,,,,,
43.7,24.77839,,,,,,,
43.714,24.7791,,,,,,,
43.729,24.78393,,,,,,,
43.743,24.77496,,,,,,,
43.758,24.75978,,,,,,,
43.773,24.7737,,,,,,,
43.787,24.75043,,,,,,,
43.802,24.68943,,,,,,,
43.817,24.57071,,,,,,,
43.831,24.47255,,,,,,,
43.846,24.48316,,,,,,,
43.861,24.50309,,,,,,,
43.875,24.45033,,,,,,,
43.89,24.36424,,,,,,,
43.904,24.30705,,,,,,,
43.919,24.27818,,,,,,,
43.934,24.26229,,,,,,,
43.948,24.24132,,,,,,,
43.963,24.19332,,,,,,,
43.978,24.10879,,,,,,,
43.992,24.07759,,,,,,,
44.007,24.11701,,,,,,,
44.022,24.11226,,,,,,,
44.036,24.1371,,,,,,,
44.051,24.13908,,,,,,,
44.066,24.10381,,,,,,,
44.08,24.03447,,,,,,,
44.095,23.91927,,,,,,,
44.109,23.83715,,,,,,,
44.124,23.73807,,,,,,,
44.139,23.69854,,,,,,,
44.153,23.68247,,,,,,,
44.168,23.66286,,,,,,,
44.183,23.65905,,,,,,,
44.197,23.66526,,,,,,,
44.212,23.65625,,,,,,,
44.227,23.70098,,,,,,,
44.241,23.70247,,,,,,,
44.256,23.74128,,,,,,,
44.271,23.75307,,,,,,,
44.285,23.76264,,,,,,,
44.3,23.78988,,,,,,,
44.314,23.80514,,,,,,,
44.329,23.75957,,,,,,,
44.344,23.65311,,,,,,,
44.358,23.51335,,,,,,,
44.373,23.4684,,,,,,,
44.388,23.47837,,,,,,,
44.402,23.49753,,,,,,,
44.417,23.49839,,,,,,,
44.432,23.53538,,,,,,,
44.446,23.63411,,,,,,,
44.461,23.69239,,,,,,,
44.476,23.74455,,,,,,,
44.49,23.69288,,,,,,,
44.505,23.69073,,,,,,,
44.519,23.67278,,,,,,,
44.534,23.62031,,,,,,,
44.549,23.54998,,,,,,,
44.563,23.49833,,,,,,,
44.578,23.4909,,,,,,,
44.593,23.48864,,,,,,,
44.607,23.43167,,,,,,,
44.622,23.40499,,,,,,,
44.637,23.37733,,,,,,,
44.651,23.38285,,,,,,,
44.666,23.40719,,,,,,,
44.681,23.39695,,,,,,,
44.695,23.33566,,,,,,,
44.71,23.32241,,,,,,,
44.724,23.41623,,,,,,,
44.739,23.42429,,,,,,,
44.754,23.38339,,,,,,,
44.768,23.34205,,,,,,,
44.783,23.34012,,,,,,,
44.798,23.39435,,,,,,,
44.812,23.467,,,,,,,
44.827,23.45484,,,,,,,
44.842,23.37904,,,,,,,
44.856,23.37338,,,,,,,
44.871,23.34258,,,,,,,
44.886,23.34319,,,,,,,
44.9,23.35074,,,,,,,
44.915,23.34456,,,,,,,
44.929,23.342,,,,,,,
44.944,23.37111,,,,,,,
44.959,23.43185,,,,,,,
44.973,23.38176,,,,,,,
44.988,23.29655,,,,,,,
45.003,23.22898,,,,,,,
45.017,23.22812,,,,,,,
45.032,23.21141,,,,,,,
45.047,23.13348,,,,,,,
45.061,23.10411,,,,,,,
45.076,23.11757,,,,,,,
45.09,23.0618,,,,,,,
45.105,23.0152,,,,,,,
45.12,22.97845,,,,,,,
45.134,22.93618,,,,,,,
45.149,22.94073,,,,,,,
45.164,22.9966,,,,,,,
45.178,23.02592,,,,,,,
45.193,23.01948,,,,,,,
45.208,23.02894,,,,,,,
45.222,23.0198,,,,,,,
45.237,22.96699,,,,,,,
45.252,22.91302,,,,,,,
45.266,22.8649,,,,,,,
45.281,22.80706,,,,,,,
45.295,22.73495,,,,,,,
45.31,22.67967,,,,,,,
45.325,22.72325,,,,,,,
45.339,22.70916,,,,,,,
45.354,22.69218,,,,,,,
45.369,22.72917,,,,,,,
45.383,22.76639,,,,,,,
45.398,22.73489,,,,,,,
45.413,22.65201,,,,,,,
45.427,22.62108,,,,,,,
45.442,22.55461,,,,,,,
45.457,22.55786,,,,,,,
45.471,22.54767,,,,,,,
45.486,22.5363,,,,,,,
45.5,22.50095,,,,,,,
45.515,22.46224,,,,,,,
45.53,22.43551,,,,,,,
45.544,22.38984,,,,,,,
45.559,22.36474,,,,,,,
45.574,22.37793,,,,,,,
45.588,22.35838,,,,,,,
45.603,22.31489,,,,,,,
45.618,22.27829,,,,,,,
45.632,22.25414,,,,,,,
45.647,22.2261,,,,,,,
45.662,22.19528,,,,,,,
45.676,22.22198,,,,,,,
45.691,22.20045,,,,,,,
45.705,22.10796,,,,,,,
45.72,22.08764,,,,,,,
45.735,22.08284,,,,,,,
45.749,22.06998,,,,,,,
45.764,22.04647,,,,,,,
45.779,22.00228,,,,,,,
45.793,21.9359,,,,,,,
45.808,21.9087,,,,,,,
45.823,21.88997,,,,,,,
45.837,21.88803,,,,,,,
45.852,21.82832,,,,,,,
45.867,21.79607,,,,,,,
45.881,21.81289,,,,,,,
45.896,21.80883,,,,,,,
45.91,21.76883,,,,,,,
45.925,21.79928,,,,,,,
45.94,21.79371,,,,,,,
45.954,21.83588,,,,,,,
45.969,21.85758,,,,,,,
45.984,21.83358,,,,,,,
45.998,21.79996,,,,,,,
46.013,21.80149,,,,,,,
46.028,21.8299,,,,,,,
46.042,21.82602,,,,,,,
46.057,21.79741,,,,,,,
46.072,21.77196,,,,,,,
46.086,21.77163,,,,,,,
46.101,21.77442,,,,,,,
46.115,21.7836,,,,,,,
46.13,21.80749,,,,,,,
46.145,21.81637,,,,,,,
46.159,21.73717,,,,,,,
46.174,21.76158,,,,,,,
46.189,21.776,,,,,,,
46.203,21.75207,,,,,,,
46.218,21.7175,,,,,,,
46.233,21.73737,,,,,,,
46.247,21.78358,,,,,,,
46.262,21.78046,,,,,,,
46.277,21.79506,,,,,,,
46.291,21.82575,,,,,,,
46.306,21.953,,,,,,,
46.32,22.0906,,,,,,,
46.335,22.19925,,,,,,,
46.35,22.29638,,,,,,,
46.364,22.40448,,,,,,,
46.379,22.50169,,,,,,,
46.394,22.53149,,,,,,,
46.408,22.57584,,,,,,,
46.423,22.57654,,,,,,,
46.438,22.64628,,,,,,,
46.452,22.68347,,,,,,,
46.467,22.66702,,,,,,,
46.481,22.66987,,,,,,,
46.496,22.71669,,,,,,,
46.511,22.72077,,,,,,,
46.525,22.78129,,,,,,,
46.54,22.91739,,,,,,,
46.555,22.97977,,,,,,,
46.569,22.99616,,,,,,,
46.584,23.02694,,,,,,,
46.599,23.05103,,,,,,,
46.613,23.06893,,,,,,,
46.628,23.13358,,,,,,,
46.643,23.1533,,,,,,,
46.657,23.18369,,,,,,,
46.672,23.22019,,,,,,,
46.686,23.25953,,,,,,,
46.701,23.2866,,,,,,,
46.716,23.29258,,,,,,,
46.73,23.32616,,,,,,,
46.745,23.43292,,,,,,,
46.76,23.51694,,,,,,,
46.774,23.52779,,,,,,,
46.789,23.50977,,,,,,,
46.804,23.49476,,,,,,,
46.818,23.49758,,,,,,,
46.833,23.52,,,,,,,
46.848,23.5485,,,,,,,
46.862,23.56621,,,,,,,
46.877,23.57055,,,,,,,
46.891,23.57153,,,,,,,
46.906,23.6126,,,,,,,
46.921,23.64076,,,,,,,
46.935,23.60367,,,,,,,
46.95,23.55551,,,,,,,
46.965,23.49382,,,,,,,
46.979,23.4319,,,,,,,
46.994,23.46279,,,,,,,
47.009,23.4681,,,,,,,
47.023,23.48972,,,,,,,
47.038,23.48933,,,,,,,
47.053,23.50891,,,,,,,
47.067,23.4997,,,,,,,
47.082,23.4711,,,,,,,
47.096,23.45829,,,,,,,
47.111,23.44977,,,,,,,
47.126,23.37638,,,,,,,
47.14,23.24506,,,,,,,
47.155,23.13424,,,,,,,
47.17,23.04844,,,,,,,
47.184,22.94954,,,,,,,
47.199,22.84207,,,,,,,
47.214,22.76216,,,,,,,
47.228,22.72762,,,,,,,
47.243,22.69726,,,,,,,
47.258,22.67432,,,,,,,
47.272,22.6392,,,,,,,
47.287,22.61551,,,,,,,
47.301,22.55901,,,,,,,
47.316,22.50563,,,,,,,
47.331,22.49736,,,,,,,
47.345,22.51192,,,,,,,
47.36,22.47436,,,,,,,
47.375,22.45956,,,,,,,
47.389,22.46452,,,,,,,
47.404,22.48796,,,,,,,
47.419,22.49519,,,,,,,
47.433,22.52191,,,,,,,
47.448,22.52855,,,,,,,
47.463,22.49434,,,,,,,
47.477,22.52672,,,,,,,
47.492,22.51891,,,,,,,
47.506,22.48098,,,,,,,
47.521,22.4202,,,,,,,
47.536,22.40949,,,,,,,
47.55,22.43841,,,,,,,
47.565,22.45286,,,,,,,
47.58,22.39894,,,,,,,
47.594,22.289,,,,,,,
47.609,22.28213,,,,,,,
47.624,22.26439,,,,,,,
47.638,22.27123,,,,,,,
47.653,22.2567,,,,,,,
47.667,22.26608,,,,,,,
47.682,22.25874,,,,,,,
47.697,22.2002,,,,,,,
47.711,22.14802,,,,,,,
47.726,22.19411,,,,,,,
47.741,22.23517,,,,,,,
47.755,22.24199,,,,,,,
47.77,22.2564,,,,,,,
47.785,22.27653,,,,,,,
47.799,22.34291,,,,,,,
47.814,22.43105,,,,,,,
47.829,22.45346,,,,,,,
